           1 -0.16955886897151173     
           2  0.19970961577768140     
           3   1.4910830200344467     
           4  -1.6066275217325818     
           5   1.5756049632666085     
           6  -2.3126318825130854     
           7 -0.99728777616472664     
           8 -0.21976578861362195     
           9  -1.3128054245175516     
          10  0.10814179384252376     
          11  0.59331126515641397     
          12  0.34123090877498646     
          13  -1.5694814769795047     
          14 -0.90255204546851897     
          15  0.47997276809960621     
          16   1.4565161202451435     
          17  0.86966568209208628     
          18  0.36881867841414528     
          19  0.46826356786446394     
          20  -1.3214689970118074     
          21 -0.18215084585947464     
          22 -0.50391728624155685     
          23  0.78378968683170946     
          24 -0.22116143176858763     
          25  -2.6063092071139162     
          26  -1.6279165048491047     
          27   2.2802567572180599     
          28 -0.95541963362399884     
          29  -1.4529086612951694     
          30  0.49018249040760492     
          31  0.27828597217188406     
          32   9.4067279473201731E-002
          33  0.13855018695457486     
          34 -0.61482596987522042     
          35  0.25226481541785073     
          36 -0.51792859163358662     
          37 -0.37339500709721990     
          38 -0.66072649276641782     
          39  0.12458655008033097     
          40  0.82496776643273206     
          41  0.29183030282997419     
          42 -0.85465883948359700     
          43 -0.24777179807702163     
          44 -0.28906473977903951     
          45   1.5530369761417935     
          46  0.74173469650405788     
          47  -1.7910721536899956     
          48  0.37793049983983212     
          49 -0.69757747472191300     
          50  0.26530517071366078     
          51 -0.20654490764235681     
          52   1.2503688228520584     
          53  0.60579069738353819     
          54  0.16551072830153990     
          55  0.88200526056986495     
          56 -0.41868325173919357     
          57   1.0567306405935317     
          58  -1.2185959402978346     
          59 -0.17435976708791776     
          60  0.76049078426572703     
          61  -1.8202571206457812     
          62 -0.57874691996024286     
          63  0.11318829944319309     
          64  -1.5029897416871969     
          65   1.3710266963462521     
          66  0.72998046938598060     
          67   1.0322523486943092     
          68  -1.8717240221027514     
          69  0.54812941012395489     
          70  -1.0276233332933888     
          71  0.65375541247332247     
          72  -3.6872603477266820E-002
          73  0.69779908124967827     
          74 -0.96873676237072004     
          75  0.69425838382021687     
          76  0.54254812347806747     
          77  0.86835417411305404     
          78  -7.6679311086131283E-002
          79  -1.1182130082577937     
          80  0.80282758144388111     
          81 -0.75501459820432504     
          82  -1.5372983387143679     
          83 -0.77624816326850465     
          84 -0.26714933597976148     
          85  0.75006799095334864     
          86   3.0071092821305485     
          87  0.95156578589255414     
          88  0.38975847588651347     
          89   1.1036001628449761     
          90  0.72694831761034351     
          91  0.60953504043337703     
          92   3.7931821584534481E-002
          93   1.0550792214650517     
          94   1.3324319192703262     
          95  0.23553090463438467     
          96  0.89131908507815527     
          97  0.22634614509890852     
          98  -1.2210449973758239     
          99 -0.57516898013600293     
         100 -0.24718636544575365     
         101 -0.13322671338472708     
